Base_Latation_X,Base_Latation_Y,Base_Latation_Z,Base_Rotation_Pitch,Base_Rotation_Yaw,Base_Rotation_Roll,Base_Linear_velocity_Pitch,Base_Linear_velocity_Yaw,Base_Linear_velocity_Roll,Base_Angular_velocityy_Pitch,Base_Angular_velocityy_Yaw,Base_Angular_velocityy_Roll,left_leg_pelvic_pitch_joint,left_leg_pelvic_roll_joint,left_leg_pelvic_yaw_joint,left_leg_knee_pitch_joint,left_leg_ankle_pitch_joint,left_leg_ankle_roll_joint,right_leg_pelvic_pitch_joint,right_leg_pelvic_roll_joint,right_leg_pelvic_yaw_joint,right_leg_knee_pitch_joint,right_leg_ankle_pitch_joint,right_leg_ankle_roll_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_pitch_joint,left_wrist_yaw_joint,left_wrist_pitch_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_pitch_joint,right_wrist_yaw_joint,right_wrist_pitch_joint,right_wrist_roll_joint,left_thumb_metacarpal_joint,left_thumb_proximal_joint,left_index_proximal_joint,left_index_distal_joint,left_middle_proximal_joint,left_middle_distal_joint,left_ring_proximal_joint,left_ring_distal_joint,left_pinky_proximal_joint,left_pinky_distal_joint,right_thumb_metacarpal_joint,right_thumb_proximal_joint,right_index_proximal_joint,right_index_distal_joint,right_middle_proximal_joint,right_middle_distal_joint,right_ring_proximal_joint,right_ring_distal_joint,right_pinky_proximal_joint,right_pinky_distal_joint,head_yaw_joint,head_pitch_joint,waist_yaw_joint
0.0,-0.000059,0.881918,-0.000066,0.0,0.0,0.0,-0.005853,88.19175,157.072966,0.0,0.0,-0.128327,-0.024171,0.003052,0.249371,-0.09837,0.024354,-0.156475,0.02588,0.00531,0.304159,-0.09061,-0.024171,-0.124168,0.174482,0.0,-0.07717,0.0,0.0,0.0,-0.150599,-0.174482,0.0,-0.019288,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.000182,0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.012452,
0.0,-0.000209,0.881832,-0.000066,0.0,1.570796,0.0,-0.015009,-0.008599,0.0,0.0,157.079596,-0.129556,-0.024171,0.003052,0.25142,-0.099195,0.024354,-0.157486,0.02588,0.00531,0.305771,-0.091215,-0.024171,-0.124021,0.174482,0.0,-0.07717,0.0,0.0,0.0,-0.150103,-0.174482,0.0,-0.01921,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182,0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.012384,
0.0,-0.000359,0.881746,-0.000066,0.0,1.570796,0.0,-0.015009,-0.008599,0.0,0.0,0.0,-0.130786,-0.024171,0.003052,0.253469,-0.10002,0.024354,-0.158496,0.02588,0.00531,0.307383,-0.09182,-0.024171,-0.123874,0.174482,-0.0,-0.07717,0.0,0.0,0.0,-0.149607,-0.174482,0.0,-0.019132,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.000182,0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.012317,
0.0,-0.000509,0.88166,-0.000066,0.0,1.570796,0.0,-0.015009,-0.008592,0.0,0.0,0.0,-0.132015,-0.024171,0.003052,0.255518,-0.100845,0.024354,-0.159506,0.02588,0.00531,0.308995,-0.092425,-0.024171,-0.123728,0.174482,0.0,-0.07717,0.0,0.0,0.0,-0.149111,-0.174482,0.0,-0.019055,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.000182,-0.0,0.000061,0.0,-0.000061,-0.0,-0.000182,0.0,-0.0,0.0,0.01225,
0.0,-0.000655,0.881586,-0.000066,0.0,1.570796,0.0,-0.01459,-0.007363,0.0,0.0,0.0,-0.132266,-0.024171,0.003052,0.255684,-0.100998,0.024354,-0.159904,0.02588,0.00531,0.309446,-0.092834,-0.024171,-0.123569,0.174482,0.0,-0.077121,0.0,0.0,0.0,-0.14864,-0.174482,0.0,-0.018977,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.000182,0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.012183,
0.0,-0.000799,0.881519,-0.000066,0.0,1.570796,0.0,-0.014381,-0.006753,0.0,0.0,0.0,-0.132027,-0.024171,0.003052,0.254909,-0.100815,0.024354,-0.159996,0.02588,0.00531,0.309316,-0.093146,-0.024171,-0.123404,0.174482,-0.0,-0.077048,0.0,0.0,0.0,-0.148181,-0.174482,0.0,-0.018899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.000182,0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.012116,
-0.0,-0.000942,0.881451,-0.000066,0.0,1.570796,-0.0,-0.014381,-0.006745,0.0,0.0,0.0,-0.131789,-0.024171,0.003052,0.254133,-0.100631,0.024354,-0.160088,0.02588,0.00531,0.309186,-0.093457,-0.024171,-0.123238,0.174482,0.0,-0.076974,0.0,0.0,0.0,-0.147722,-0.174482,0.0,-0.018821,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.000182,0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.012049,
0.0,-0.001081,0.881393,-0.000066,0.0,1.570796,0.0,-0.013887,-0.005784,0.0,0.0,0.0,-0.131465,-0.024171,0.003052,0.253204,-0.100369,0.024354,-0.160088,0.02588,0.00531,0.308884,-0.093665,-0.024171,-0.123067,0.174482,0.0,-0.076901,0.0,0.0,0.0,-0.147272,-0.174482,0.0,-0.018743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.000182,-0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.011982,
0.0,-0.00121,0.881355,-0.000066,0.0,1.570796,-0.0,-0.012901,-0.003861,0.0,0.0,0.0,-0.130969,-0.024171,0.003052,0.251968,-0.099947,0.024354,-0.159904,0.02588,0.00531,0.308235,-0.093665,-0.024171,-0.122884,0.174482,0.0,-0.076828,0.0,0.0,0.0,-0.14684,-0.174482,0.0,-0.018665,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.000182,-0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.011914,
0.0,-0.001339,0.881316,-0.000066,0.0,1.570796,0.0,-0.012901,-0.003861,0.0,0.0,0.0,-0.130474,-0.024171,0.003052,0.250731,-0.099525,0.024354,-0.15972,0.02588,0.00531,0.307586,-0.093665,-0.024171,-0.1227,0.174482,0.0,-0.076755,0.0,0.0,0.0,-0.146409,-0.174482,0.0,-0.018588,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.000182,0.0,0.000061,0.0,-0.000061,0.0,-0.000182,0.0,0.0,0.0,0.011847,
