Base_Latation_X,Base_Latation_Y,Base_Latation_Z,Base_Rotation_Pitch,Base_Rotation_Yaw,Base_Rotation_Roll,Base_Linear_velocity_Pitch,Base_Linear_velocity_Yaw,Base_Linear_velocity_Roll,Base_Angular_velocityy_Pitch,Base_Angular_velocityy_Yaw,Base_Angular_velocityy_Roll,left_leg_pelvic_pitch_joint,left_leg_pelvic_roll_joint,left_leg_pelvic_yaw_joint,left_leg_knee_pitch_joint,left_leg_ankle_pitch_joint,left_leg_ankle_roll_joint,right_leg_pelvic_pitch_joint,right_leg_pelvic_roll_joint,right_leg_pelvic_yaw_joint,right_leg_knee_pitch_joint,right_leg_ankle_pitch_joint,right_leg_ankle_roll_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_pitch_joint,left_wrist_yaw_joint,left_wrist_pitch_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_pitch_joint,right_wrist_yaw_joint,right_wrist_pitch_joint,right_wrist_roll_joint,left_thumb_metacarpal_joint,left_thumb_proximal_joint,left_index_proximal_joint,left_index_distal_joint,left_middle_proximal_joint,left_middle_distal_joint,left_ring_proximal_joint,left_ring_distal_joint,left_pinky_proximal_joint,left_pinky_distal_joint,right_thumb_metacarpal_joint,right_thumb_proximal_joint,right_index_proximal_joint,right_index_distal_joint,right_middle_proximal_joint,right_middle_distal_joint,right_ring_proximal_joint,right_ring_distal_joint,right_pinky_proximal_joint,right_pinky_distal_joint,head_yaw_joint,head_pitch_joint,waist_yaw_joint
-0.0,-0.000058,0.882505,-0.000066,0.0,0.0,-0.0,-0.005821,88.250504,157.072966,0.0,0.0,-0.071917,-0.024232,0.001343,0.139766,-0.064833,0.024232,-0.09452,0.025331,0.006592,0.183613,-0.065993,-0.024354,-0.115791,0.174482,0.0,-0.071917,0.0,0.0,0.0,-0.148211,-0.174482,0.0,-0.019715,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,0.0,-0.000065,0.0,-0.000194,0.0,0.0,0.0,0.003906,
0.0,-0.000014,0.882503,-0.000066,0.0,1.570796,0.0,0.004441,-0.000267,0.0,0.0,157.079596,-0.071917,-0.024232,0.001343,0.139766,-0.064867,0.024232,-0.09452,0.025331,0.006592,0.183613,-0.066066,-0.024354,-0.115791,0.174482,0.0,-0.071917,0.0,0.0,0.0,-0.148211,-0.174482,0.0,-0.019715,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,0.0,-0.000065,0.0,-0.000194,0.0,0.0,0.0,0.003906,
0.0,0.000031,0.8825,-0.000066,0.0,1.570796,0.0,0.004441,-0.000259,0.0,0.0,0.0,-0.071917,-0.024232,0.001343,0.139766,-0.064901,0.024232,-0.09452,0.025331,0.006592,0.183613,-0.06614,-0.024354,-0.115791,0.174482,0.0,-0.071917,0.0,0.0,0.0,-0.148211,-0.174482,0.0,-0.019715,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,0.0,-0.000065,0.0,-0.000194,0.0,0.0,0.0,0.003906,
0.0,0.000075,0.882497,-0.000066,0.0,1.570796,-0.0,0.004441,-0.000267,0.0,0.0,0.0,-0.071917,-0.024232,0.001343,0.139766,-0.064935,0.024232,-0.09452,0.025331,0.006592,0.183613,-0.066213,-0.024354,-0.115791,0.174482,0.0,-0.071917,0.0,0.0,0.0,-0.148211,-0.174482,0.0,-0.019715,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,0.0,-0.000065,0.0,-0.000194,0.0,0.0,0.0,0.003906,
0.0,0.000128,0.882495,-0.000066,0.0,1.570796,0.0,0.005289,-0.000267,0.0,0.0,0.0,-0.071844,-0.024232,0.001343,0.139766,-0.064969,0.024232,-0.094227,0.025331,0.006592,0.183196,-0.066103,-0.024354,-0.115791,0.174482,0.0,-0.071917,0.0,0.0,0.0,-0.14815,-0.174482,0.0,-0.019715,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,0.0,-0.000065,0.0,-0.000194,0.0,0.0,0.0,0.003906,
0.0,0.000185,0.882492,-0.000066,0.0,1.570796,0.0,0.005714,-0.000267,0.0,0.0,0.0,-0.071734,-0.024232,0.001343,0.139766,-0.065003,0.024232,-0.093787,0.025331,0.006592,0.182571,-0.065901,-0.024354,-0.115791,0.174482,0.0,-0.071917,0.0,0.0,0.0,-0.148058,-0.174482,-0.0,-0.019715,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,-0.0,-0.000065,0.0,-0.000194,0.0,0.0,0.0,0.003906,
0.0,0.000242,0.882489,-0.000066,0.0,1.570796,0.0,0.005714,-0.000267,0.0,0.0,0.0,-0.071624,-0.024232,0.001343,0.139766,-0.065037,0.024232,-0.093347,0.025331,0.006592,0.181946,-0.0657,-0.024354,-0.115791,0.174482,0.0,-0.071917,-0.0,0.0,0.0,-0.147967,-0.174482,0.0,-0.019715,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,0.0,-0.000065,0.0,-0.000194,0.0,0.0,0.0,0.003906,
0.0,0.000302,0.882487,-0.000066,0.0,1.570796,0.0,0.005994,-0.000228,0.0,0.0,0.0,-0.071526,-0.024232,0.001343,0.139766,-0.065071,0.024232,-0.093017,0.025331,0.006592,0.181505,-0.065565,-0.024354,-0.115773,0.174482,0.0,-0.071917,0.0,-0.0,0.0,-0.147856,-0.174482,0.0,-0.019691,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,0.0,-0.000065,0.0,-0.000194,0.0,-0.0,0.0,0.003882,
0.0,0.000368,0.882486,-0.000066,0.0,1.570796,0.0,0.006555,-0.000122,0.0,0.0,0.0,-0.071453,-0.024232,0.001343,0.139766,-0.065105,0.024232,-0.092907,0.025331,0.006592,0.181431,-0.065565,-0.024354,-0.115717,0.174482,0.0,-0.071917,0.0,0.0,0.0,-0.14771,-0.174482,0.0,-0.019618,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.001953,-0.004944,0.0,0.000194,0.0,0.000065,0.0,-0.000065,0.0,-0.000194,0.0,0.0,0.0,0.003809,
0.0,0.000433,0.882484,-0.000066,0.0,1.570796,0.0,0.006555,-0.000129,0.0,0.0,0.0,-0.07138,-0.024232,0.001343,0.139766,-0.065139,0.024232,-0.092797,0.025331,0.006592,0.181357,-0.065565,-0.024354,-0.115662,0.174482,0.0,-0.071917,-0.0,0.0,0.0,-0.147563,-0.174482,0.0,-0.019544,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.001953,-0.004944,0.0,0.000194,-0.0,0.000065,0.0,-0.000065,-0.0,-0.000194,0.0,-0.0,0.0,0.003735,
