Base_Latation_X,Base_Latation_Y,Base_Latation_Z,Base_Rotation_Pitch,Base_Rotation_Yaw,Base_Rotation_Roll,Base_Linear_velocity_Pitch,Base_Linear_velocity_Yaw,Base_Linear_velocity_Roll,Base_Angular_velocityy_Pitch,Base_Angular_velocityy_Yaw,Base_Angular_velocityy_Roll,left_leg_pelvic_pitch_joint,left_leg_pelvic_roll_joint,left_leg_pelvic_yaw_joint,left_leg_knee_pitch_joint,left_leg_ankle_pitch_joint,left_leg_ankle_roll_joint,right_leg_pelvic_pitch_joint,right_leg_pelvic_roll_joint,right_leg_pelvic_yaw_joint,right_leg_knee_pitch_joint,right_leg_ankle_pitch_joint,right_leg_ankle_roll_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_pitch_joint,left_wrist_yaw_joint,left_wrist_pitch_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_pitch_joint,right_wrist_yaw_joint,right_wrist_pitch_joint,right_wrist_roll_joint,left_thumb_metacarpal_joint,left_thumb_proximal_joint,left_index_proximal_joint,left_index_distal_joint,left_middle_proximal_joint,left_middle_distal_joint,left_ring_proximal_joint,left_ring_distal_joint,left_pinky_proximal_joint,left_pinky_distal_joint,right_thumb_metacarpal_joint,right_thumb_proximal_joint,right_index_proximal_joint,right_index_distal_joint,right_middle_proximal_joint,right_middle_distal_joint,right_ring_proximal_joint,right_ring_distal_joint,right_pinky_proximal_joint,right_pinky_distal_joint,head_yaw_joint,head_pitch_joint,waist_yaw_joint
0.0,-0.000059,0.890667,-0.000066,0.0,0.0,0.0,-0.005919,89.066658,157.072966,0.0,0.0,-0.072222,-0.024537,-0.003235,0.140623,-0.036746,0.02411,-0.072039,0.025331,0.01001,0.140072,-0.015198,-0.023866,-0.138237,0.174482,-0.0,-0.088044,0.0,0.0,0.0,-0.159231,-0.174482,0.0,-0.034671,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.001953,-0.0047,-0.0,0.000184,0.0,0.000061,0.0,-0.000061,0.0,-0.000184,0.0,-0.0,0.0,0.014954,
0.0,-0.000273,0.890706,-0.000066,0.0,1.570796,0.0,-0.021357,0.003912,0.0,0.0,157.079596,-0.072461,-0.024537,-0.003265,0.140623,-0.036572,0.02411,-0.072277,0.025331,0.01001,0.140072,-0.014979,-0.023866,-0.13776,0.174482,-0.0,-0.087806,0.0,-0.0,-0.0,-0.158606,-0.174482,0.0,-0.034543,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,0.0,-0.000061,0.0,-0.000184,0.0,0.0,0.0,0.014863,
0.0,-0.000486,0.890745,-0.000066,0.0,1.570796,0.0,-0.021357,0.003912,0.0,0.0,0.0,-0.072699,-0.024537,-0.003296,0.140623,-0.036398,0.02411,-0.072516,0.025331,0.01001,0.140072,-0.014759,-0.023866,-0.137282,0.174482,-0.0,-0.087567,0.0,0.0,0.0,-0.157982,-0.174482,0.0,-0.034414,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,0.0,-0.000061,0.0,-0.000184,0.0,0.0,0.0,0.014771,
0.0,-0.0007,0.890784,-0.000066,0.0,1.570796,0.0,-0.021357,0.003912,0.0,0.0,0.0,-0.072937,-0.024537,-0.003327,0.140623,-0.036224,0.02411,-0.072754,0.025331,0.01001,0.140072,-0.014539,-0.023866,-0.136805,0.174482,0.0,-0.087329,-0.0,0.0,-0.0,-0.157357,-0.174482,0.0,-0.034286,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,0.0,-0.000061,0.0,-0.000184,0.0,0.0,0.0,0.01468,
0.0,-0.000919,0.890812,-0.000066,0.0,1.570796,0.0,-0.021883,0.00276,0.0,0.0,0.0,-0.073188,-0.024537,-0.003357,0.140623,-0.03605,0.02411,-0.073004,0.025331,0.01001,0.140072,-0.014649,-0.023866,-0.136389,0.174482,-0.0,-0.087091,-0.0,0.0,0.0,-0.156806,-0.174482,0.0,-0.034158,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,0.0,-0.000061,0.0,-0.000184,0.0,0.0,0.0,0.014564,
0.0,-0.00114,0.890833,-0.000066,0.0,1.570796,0.0,-0.022145,0.002181,0.0,0.0,0.0,-0.073444,-0.024537,-0.003388,0.140623,-0.035876,0.02411,-0.073261,0.025331,0.01001,0.140072,-0.014924,-0.023866,-0.136004,0.174482,-0.0,-0.086852,0.0,0.0,0.0,-0.156292,-0.174482,0.0,-0.03403,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.001953,-0.0047,0.0,0.000184,-0.0,0.000061,0.0,-0.000061,0.0,-0.000184,0.0,-0.0,0.0,0.014435,
0.0,-0.001362,0.890855,-0.000066,0.0,1.570796,0.0,-0.022145,0.002173,0.0,0.0,0.0,-0.073701,-0.024537,-0.003418,0.140623,-0.035702,0.02411,-0.073517,0.025331,0.01001,0.140072,-0.015198,-0.023866,-0.135618,0.174482,0.0,-0.086614,0.0,0.0,0.0,-0.155777,-0.174482,-0.0,-0.033902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,0.0,-0.000061,0.0,-0.000184,0.0,-0.0,0.0,0.014307,
0.0,-0.001587,0.890872,-0.000066,0.0,1.570796,0.0,-0.02258,0.001646,0.0,0.0,0.0,-0.073961,-0.024537,-0.003449,0.140623,-0.035554,0.02411,-0.073778,0.025331,0.01001,0.140072,-0.015421,-0.023866,-0.135245,0.174482,0.0,-0.086388,-0.0,0.0,0.0,-0.1553,-0.174482,0.0,-0.03377,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,-0.0,-0.000061,0.0,-0.000184,0.0,0.0,0.0,0.014185,
0.0,-0.001822,0.890877,-0.000066,0.0,1.570796,0.0,-0.023451,0.000563,0.0,0.0,0.0,-0.07423,-0.024537,-0.003479,0.140623,-0.035456,0.02411,-0.074047,0.025331,0.01001,0.140072,-0.01554,-0.023866,-0.134896,0.174482,0.0,-0.086187,0.0,0.0,0.0,-0.154896,-0.174482,0.0,-0.033633,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,0.0,-0.000061,0.0,-0.000184,0.0,0.0,0.0,0.014075,
0.0,-0.002056,0.890883,-0.000066,0.0,1.570796,0.0,-0.023451,0.000555,0.0,0.0,0.0,-0.074499,-0.024537,-0.00351,0.140623,-0.035359,0.02411,-0.074315,0.025331,0.01001,0.140072,-0.015659,-0.023866,-0.134548,0.174482,0.0,-0.085985,0.0,0.0,0.0,-0.154492,-0.174482,0.0,-0.033496,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,-0.0,-0.000061,-0.0,-0.000184,0.0,0.0,0.0,0.013965,
0.0,-0.002291,0.890889,-0.000066,0.0,1.570796,0.0,-0.023451,0.000563,0.0,0.0,0.0,-0.074767,-0.024537,-0.00354,0.140623,-0.035261,0.02411,-0.074584,0.025331,0.01001,0.140072,-0.015778,-0.023866,-0.134199,0.174482,0.0,-0.085783,0.0,-0.0,0.0,-0.154088,-0.174482,0.0,-0.033358,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.001953,-0.0047,0.0,0.000184,0.0,0.000061,-0.0,-0.000061,0.0,-0.000184,0.0,0.0,0.0,0.013856,
