-0.000059,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.059417,-969.139282,0.041401,-0.0,-1570.799027,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.000061,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,-0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.000063,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.000065,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.000067,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.000068,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.00007,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.000072,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,-0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.000074,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.000075,-0.969138,0.000041,-0.0,-1.570796,0.0,-0.001774,0.0,0.0,0.0,0.0,0.0,0.238514,-0.037468,-0.190663,0.304221,-0.161129,0.023988,-0.237881,0.037468,0.190173,0.30348,-0.160823,-0.023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
