0.442978,-0.044838,-0.363288,0.553572,-0.288511,-0.001989,-0.986284,0.288955,0.749718,1.517252,-0.806891,0.002685
0.442998,-0.0449,-0.363132,0.553524,-0.288468,-0.001991,-0.986229,0.288905,0.749789,1.51728,-0.806924,0.002683
0.442988,-0.044802,-0.363367,0.553514,-0.288473,-0.001991,-0.986395,0.288925,0.749565,1.517281,-0.806897,0.002684
0.443036,-0.044883,-0.36324,0.553489,-0.288445,-0.001993,-0.98633,0.288865,0.749632,1.517298,-0.806915,0.00268
0.443055,-0.044802,-0.363513,0.553491,-0.288458,-0.001991,-0.986263,0.288803,0.749692,1.517312,-0.80693,0.002677
0.443119,-0.044898,-0.363407,0.553484,-0.288446,-0.001995,-0.986193,0.288738,0.749743,1.51732,-0.806944,0.002675
0.44319,-0.044997,-0.363319,0.553487,-0.28844,-0.001997,-0.986346,0.288729,0.749492,1.517315,-0.8069,0.002674
0.443243,-0.044945,-0.363643,0.553488,-0.288464,-0.001998,-0.986279,0.288661,0.749536,1.517323,-0.806899,0.002668
0.443337,-0.04506,-0.363588,0.553497,-0.288469,-0.002001,-0.986213,0.288593,0.749569,1.517329,-0.806898,0.002665
0.443382,-0.045018,-0.363933,0.553456,-0.28848,-0.002,-0.986146,0.288524,0.749594,1.517334,-0.806897,0.002662
0.443471,-0.045139,-0.363891,0.553449,-0.28848,-0.002007,-0.986078,0.288457,0.74961,1.517338,-0.806896,0.00266
0.443552,-0.045256,-0.363861,0.553438,-0.28848,-0.002011,-0.986005,0.288389,0.749618,1.51734,-0.806896,0.002659
0.443627,-0.045369,-0.363838,0.553424,-0.288479,-0.002014,-0.985929,0.288323,0.749624,1.517343,-0.806895,0.002658
0.443697,-0.045479,-0.363818,0.553407,-0.28848,-0.002017,-0.985852,0.28826,0.749629,1.517347,-0.806894,0.002658
0.443763,-0.045586,-0.363801,0.553388,-0.288481,-0.00202,-0.985775,0.288199,0.749633,1.517351,-0.806893,0.002657
0.443826,-0.04569,-0.363786,0.553367,-0.288482,-0.002022,-0.985698,0.288142,0.749638,1.517357,-0.806892,0.002657
0.443886,-0.045792,-0.363772,0.553346,-0.288483,-0.002024,-0.985621,0.288088,0.749643,1.517363,-0.806891,0.002656
0.443944,-0.045891,-0.363759,0.553323,-0.288484,-0.002026,-0.985545,0.288036,0.749648,1.51737,-0.80689,0.002656
0.444001,-0.045988,-0.363747,0.5533,-0.288486,-0.002028,-0.985469,0.287987,0.749652,1.517376,-0.806889,0.002655
0.444055,-0.046083,-0.363735,0.553277,-0.288488,-0.00203,-0.985394,0.28794,0.749657,1.517384,-0.806887,0.002655
0.444108,-0.046176,-0.363724,0.553254,-0.288489,-0.002032,-0.985321,0.287896,0.749661,1.517391,-0.806886,0.002654
0.44416,-0.046267,-0.363714,0.553231,-0.288491,-0.002033,-0.985247,0.287854,0.749666,1.517399,-0.806885,0.002653
0.444209,-0.046355,-0.363704,0.553209,-0.288493,-0.002035,-0.985175,0.287814,0.74967,1.517407,-0.806883,0.002653
0.444258,-0.046442,-0.363694,0.553186,-0.288494,-0.002037,-0.985104,0.287777,0.749674,1.517415,-0.806882,0.002652
0.444305,-0.046527,-0.363685,0.553164,-0.288496,-0.002038,-0.985035,0.28774,0.749678,1.517422,-0.80688,0.002652
0.444351,-0.046611,-0.363676,0.553143,-0.288498,-0.002039,-0.984966,0.287706,0.749682,1.51743,-0.806879,0.002651
0.444396,-0.046692,-0.363667,0.553121,-0.288499,-0.002041,-0.984898,0.287673,0.749685,1.517438,-0.806878,0.002651
0.44444,-0.046773,-0.363659,0.5531,-0.288501,-0.002042,-0.984832,0.287642,0.749689,1.517446,-0.806876,0.00265
0.444482,-0.046851,-0.363651,0.55308,-0.288503,-0.002044,-0.984766,0.287612,0.749692,1.517454,-0.806875,0.00265
0.444524,-0.046929,-0.363643,0.55306,-0.288504,-0.002045,-0.984702,0.287584,0.749695,1.517462,-0.806874,0.00265
0.444564,-0.047005,-0.363635,0.55304,-0.288506,-0.002046,-0.984639,0.287556,0.749698,1.517469,-0.806872,0.002649
0.444603,-0.047079,-0.363628,0.553021,-0.288507,-0.002047,-0.984577,0.28753,0.749701,1.517477,-0.806871,0.002649
0.444642,-0.047152,-0.36362,0.553002,-0.288509,-0.002049,-0.984516,0.287506,0.749703,1.517484,-0.80687,0.002648
0.44724,-0.047748,-0.365357,0.556466,-0.290637,-0.002035,-0.984622,0.287595,0.74975,1.517486,-0.806864,0.002644
0.450326,-0.048374,-0.367418,0.560434,-0.293162,-0.002011,-0.98416,0.287407,0.749652,1.515997,-0.805951,0.002644
0.453974,-0.049032,-0.36982,0.564984,-0.296084,-0.001974,-0.983726,0.287278,0.749448,1.514299,-0.804948,0.002648
0.459405,-0.050039,-0.373369,0.572389,-0.300224,-0.001951,-0.983877,0.287583,0.749208,1.51362,-0.804359,0.002663
0.463451,-0.05067,-0.375908,0.577625,-0.303248,-0.001927,-0.983235,0.287425,0.748724,1.511379,-0.803016,0.002684
0.46748,-0.051276,-0.378384,0.583091,-0.306136,-0.001917,-0.982365,0.287128,0.748104,1.50892,-0.8016,0.002712
0.470595,-0.05155,-0.380071,0.587102,-0.308272,-0.001904,-0.981293,0.286671,0.747408,1.506298,-0.800169,0.00274
0.473687,-0.051802,-0.381689,0.59139,-0.310315,-0.001903,-0.980042,0.28604,0.746691,1.503577,-0.798763,0.002764
0.476722,-0.052073,-0.383283,0.595859,-0.312298,-0.00191,-0.97872,0.285282,0.746022,1.500831,-0.797425,0.002778
0.48034,-0.052831,-0.385752,0.601722,-0.314873,-0.001934,-0.977842,0.28488,0.745383,1.498739,-0.796419,0.002797
0.483296,-0.053264,-0.387505,0.606338,-0.316907,-0.001943,-0.976525,0.283956,0.744863,1.495971,-0.795156,0.002788
0.486715,-0.054206,-0.390122,0.611982,-0.319483,-0.001963,-0.975622,0.283385,0.744344,1.493757,-0.794149,0.002788
0.490041,-0.055215,-0.39278,0.61743,-0.322035,-0.00198,-0.974724,0.282744,0.743882,1.491502,-0.793151,0.002782
0.492973,-0.055919,-0.394826,0.622085,-0.324223,-0.001987,-0.973856,0.282049,0.743477,1.48923,-0.792149,0.002768
0.496272,-0.057054,-0.39762,0.627366,-0.326836,-0.002,-0.973006,0.2813,0.743112,1.486954,-0.791133,0.002751
0.499254,-0.057891,-0.399821,0.632049,-0.329124,-0.002006,-0.972176,0.280511,0.742775,1.48468,-0.790095,0.002731
0.502262,-0.058776,-0.402071,0.636757,-0.331446,-0.002011,-0.971344,0.279683,0.742446,1.482409,-0.789028,0.002711
0.505643,-0.060008,-0.405036,0.641935,-0.334175,-0.002021,-0.97051,0.278831,0.742117,1.480137,-0.787929,0.002691
0.508775,-0.060966,-0.407432,0.646696,-0.336623,-0.002024,-0.969672,0.27797,0.741777,1.477858,-0.786795,0.002671
0.511966,-0.06195,-0.409877,0.651497,-0.339116,-0.002027,-0.96921,0.277376,0.74151,1.475877,-0.78595,0.002661
0.515229,-0.062961,-0.412369,0.656341,-0.341655,-0.002029,-0.968344,0.276493,0.741164,1.473591,-0.7848,0.002645
0.518555,-0.06399,-0.4149,0.66123,-0.344245,-0.002032,-0.967439,0.275615,0.740787,1.471294,-0.783603,0.002631
0.521947,-0.065032,-0.417472,0.666172,-0.346886,-0.002034,-0.966482,0.274741,0.740367,1.468972,-0.78236,0.002619
0.525405,-0.066085,-0.420084,0.671174,-0.349578,-0.002037,-0.965466,0.273874,0.739904,1.466616,-0.781072,0.002611
0.528929,-0.067148,-0.422735,0.676242,-0.35232,-0.002039,-0.96489,0.273251,0.739644,1.464633,-0.78015,0.002608
0.53253,-0.068232,-0.425431,0.681381,-0.35511,-0.00204,-0.963784,0.272404,0.739143,1.462234,-0.778856,0.002603
0.536192,-0.069332,-0.428157,0.686593,-0.357948,-0.002041,-0.962632,0.271566,0.738619,1.459807,-0.777521,0.002598
0.539906,-0.070446,-0.430913,0.691885,-0.360833,-0.002043,-0.96142,0.270728,0.738057,1.457334,-0.776134,0.002595
0.543674,-0.071578,-0.433704,0.697259,-0.363763,-0.002045,-0.96072,0.270152,0.737838,1.455415,-0.775254,0.002596
0.547499,-0.072737,-0.436529,0.702717,-0.366736,-0.002047,-0.95944,0.269328,0.737273,1.452916,-0.773897,0.002594
0.551667,-0.074116,-0.440097,0.708791,-0.370117,-0.002053,-0.958126,0.268501,0.736687,1.450378,-0.772481,0.002591
0.555586,-0.075321,-0.443007,0.714456,-0.373205,-0.002055,-0.956771,0.267665,0.736067,1.447781,-0.771008,0.002588
0.559534,-0.076546,-0.44594,0.720212,-0.376325,-0.002058,-0.955352,0.266805,0.735404,1.445113,-0.769483,0.002588
0.563515,-0.077797,-0.448899,0.726056,-0.379475,-0.00206,-0.954519,0.266269,0.735281,1.443329,-0.768711,0.002593
0.56752,-0.079076,-0.451875,0.73198,-0.382659,-0.002063,-0.953043,0.26539,0.734637,1.440627,-0.767206,0.002591
0.571794,-0.080537,-0.455559,0.738519,-0.386217,-0.00207,-0.951527,0.264491,0.73396,1.437848,-0.765619,0.002589
0.575849,-0.081856,-0.458601,0.744624,-0.38949,-0.002073,-0.949339,0.263191,0.732599,1.433851,-0.76314,0.002583
0.579917,-0.083192,-0.461662,0.750804,-0.392788,-0.002077,-0.947686,0.262214,0.731791,1.430782,-0.761352,0.002583
0.584004,-0.084548,-0.464741,0.757054,-0.396112,-0.00208,-0.945979,0.261212,0.730953,1.427594,-0.759529,0.002583
0.588108,-0.085927,-0.467836,0.763367,-0.399464,-0.002083,-0.944233,0.26019,0.730098,1.424294,-0.757676,0.002583
0.592228,-0.087328,-0.470946,0.769738,-0.402842,-0.002086,-0.942457,0.259151,0.729232,1.420889,-0.755791,0.002581
0.59636,-0.088747,-0.474065,0.776164,-0.406248,-0.00209,-0.940153,0.257722,0.727671,1.416196,-0.753023,0.002571
0.600713,-0.090296,-0.477841,0.783134,-0.409988,-0.002095,-0.938267,0.256617,0.726689,1.412476,-0.750904,0.002567
0.604889,-0.091749,-0.48101,0.789672,-0.413471,-0.002098,-0.936364,0.255506,0.725685,1.408622,-0.748781,0.002564
0.609079,-0.09322,-0.484188,0.796259,-0.416975,-0.002101,-0.934034,0.254029,0.72401,1.403571,-0.74589,0.002554
0.613274,-0.094705,-0.487371,0.80289,-0.420498,-0.002104,-0.932046,0.252858,0.722909,1.399439,-0.743615,0.00255
0.617483,-0.09621,-0.490561,0.809562,-0.424041,-0.002107,-0.930036,0.251669,0.721791,1.395196,-0.741345,0.002546
0.6217,-0.097737,-0.493752,0.816271,-0.427605,-0.00211,-0.927709,0.250144,0.720058,1.389938,-0.73843,0.002535
0.625918,-0.099278,-0.496942,0.823014,-0.431188,-0.002114,-0.925658,0.248904,0.718875,1.385511,-0.736045,0.002528
0.630145,-0.10084,-0.500136,0.82979,-0.434791,-0.002117,-0.923591,0.247646,0.717672,1.381001,-0.733661,0.002523
0.634377,-0.102421,-0.503328,0.836596,-0.438413,-0.002121,-0.92152,0.246374,0.716456,1.376431,-0.731274,0.002516
0.638609,-0.104019,-0.506515,0.843431,-0.442052,-0.002125,-0.919186,0.244782,0.714628,1.371038,-0.728264,0.002506
0.642841,-0.10563,-0.5097,0.850293,-0.445708,-0.002129,-0.917068,0.243462,0.713333,1.366354,-0.725771,0.0025
0.647076,-0.107257,-0.512882,0.857182,-0.449379,-0.002134,-0.914937,0.242126,0.712016,1.361623,-0.72327,0.002494
0.651311,-0.1089,-0.516059,0.864095,-0.453065,-0.002138,-0.912792,0.240778,0.710679,1.356857,-0.720755,0.002489
0.655545,-0.110556,-0.519228,0.871031,-0.456764,-0.002142,-0.910422,0.239144,0.708765,1.351431,-0.717721,0.002482
0.659771,-0.112218,-0.522388,0.877988,-0.460476,-0.002148,-0.908219,0.237758,0.707352,1.346593,-0.7151,0.002477
0.663993,-0.113889,-0.525543,0.884966,-0.464199,-0.002152,-0.90598,0.236355,0.7059,1.341704,-0.712455,0.002473
0.668213,-0.115568,-0.528691,0.891963,-0.467933,-0.002157,-0.903715,0.234941,0.704421,1.336773,-0.709794,0.00247
0.672428,-0.117256,-0.531831,0.898974,-0.471676,-0.002161,-0.901423,0.233515,0.702917,1.331804,-0.707111,0.002468
0.676637,-0.118951,-0.53496,0.906,-0.475427,-0.002166,-0.899101,0.232078,0.701389,1.326798,-0.704403,0.002465
0.680838,-0.120653,-0.538079,0.913037,-0.479186,-0.002171,-0.896749,0.230629,0.699835,1.321752,-0.701668,0.002463
0.685029,-0.122361,-0.541186,0.920084,-0.482951,-0.002175,-0.894363,0.229169,0.698255,1.316666,-0.698905,0.00246
0.689417,-0.124116,-0.544893,0.927593,-0.487024,-0.00218,-0.891943,0.227696,0.696649,1.311535,-0.696112,0.002458
0.693595,-0.125836,-0.547989,0.934661,-0.490818,-0.002185,-0.889496,0.226217,0.695019,1.306356,-0.69329,0.002455
0.697763,-0.127562,-0.551075,0.94174,-0.494613,-0.002189,-0.88701,0.224725,0.693358,1.301127,-0.690438,0.002453
0.701913,-0.129292,-0.554145,0.948823,-0.498406,-0.002193,-0.884482,0.223217,0.69167,1.295846,-0.687558,0.002451
0.706046,-0.131026,-0.557199,0.955908,-0.502199,-0.002197,-0.881915,0.221693,0.689958,1.290512,-0.684647,0.002449
0.710159,-0.132764,-0.560238,0.962992,-0.50599,-0.002201,-0.879311,0.220153,0.688223,1.285122,-0.681708,0.002446
0.714051,-0.134459,-0.562654,0.969624,-0.509473,-0.002205,-0.876668,0.218593,0.686466,1.279675,-0.678741,0.002443
0.718111,-0.136203,-0.565646,0.97669,-0.513242,-0.002209,-0.873986,0.217013,0.684689,1.274172,-0.675745,0.002439
0.722152,-0.137953,-0.568623,0.983746,-0.517015,-0.002213,-0.871039,0.215126,0.68232,1.267978,-0.672231,0.00243
0.726167,-0.139704,-0.571584,0.990792,-0.520789,-0.002218,-0.868274,0.213506,0.680477,1.262329,-0.669125,0.002423
0.730165,-0.14146,-0.574533,0.997829,-0.524563,-0.002221,-0.865471,0.211869,0.678601,1.256603,-0.665997,0.002418
0.734145,-0.143224,-0.577467,1.004855,-0.528335,-0.002224,-0.862638,0.210219,0.676704,1.250811,-0.662857,0.002414
0.738107,-0.144994,-0.580383,1.011871,-0.532103,-0.002227,-0.859778,0.208555,0.674788,1.24496,-0.6597,0.002408
0.742048,-0.146771,-0.583278,1.018875,-0.535868,-0.00223,-0.85689,0.206878,0.672853,1.239056,-0.656523,0.002403
0.745967,-0.148554,-0.586151,1.025867,-0.539626,-0.002234,-0.853974,0.205188,0.670898,1.233104,-0.653326,0.002397
0.749861,-0.150342,-0.589002,1.032847,-0.543378,-0.002238,-0.851027,0.203485,0.668921,1.227106,-0.650107,0.002391
0.753732,-0.152133,-0.591831,1.039813,-0.547123,-0.002242,-0.84805,0.201768,0.66692,1.221066,-0.646865,0.002385
0.757577,-0.153928,-0.594636,1.046763,-0.550859,-0.002246,-0.84504,0.200039,0.664896,1.214983,-0.6436,0.002379
0.761396,-0.155725,-0.597418,1.053698,-0.554586,-0.00225,-0.841995,0.198299,0.662847,1.208861,-0.640311,0.002373
0.765189,-0.157523,-0.600177,1.060615,-0.558303,-0.002255,-0.838917,0.196549,0.660772,1.202699,-0.636998,0.002367
0.76895,-0.159319,-0.602911,1.067513,-0.562009,-0.002259,-0.835537,0.19453,0.658055,1.195895,-0.633161,0.002357
0.772683,-0.161112,-0.605624,1.07439,-0.565704,-0.002264,-0.832356,0.192754,0.655893,1.18962,-0.629757,0.002351
0.776392,-0.162907,-0.608316,1.081244,-0.569386,-0.002268,-0.829142,0.19097,0.653706,1.183297,-0.626342,0.002346
0.780076,-0.164704,-0.610983,1.088073,-0.573056,-0.002272,-0.825896,0.189179,0.651499,1.176933,-0.622914,0.00234
0.783524,-0.166415,-0.613021,1.094391,-0.576379,-0.002275,-0.82262,0.187383,0.649271,1.170531,-0.61947,0.002334
0.78714,-0.168208,-0.615627,1.101157,-0.579999,-0.002279,-0.819307,0.185574,0.647021,1.164095,-0.61601,0.002328
0.790726,-0.170001,-0.618205,1.107888,-0.583609,-0.002284,-0.815965,0.18376,0.644751,1.157627,-0.612532,0.002322
0.794284,-0.171795,-0.620758,1.114584,-0.58721,-0.002289,-0.812596,0.181943,0.642459,1.151126,-0.609036,0.002315
0.797815,-0.173588,-0.623288,1.121248,-0.5908,-0.002294,-0.809196,0.180123,0.640142,1.144593,-0.605521,0.002308
0.801316,-0.175378,-0.625792,1.127879,-0.594376,-0.002299,-0.805519,0.178101,0.637177,1.137486,-0.601543,0.002299
0.804784,-0.177161,-0.628274,1.134478,-0.597938,-0.002304,-0.802031,0.176272,0.634774,1.130864,-0.597954,0.002293
0.808227,-0.178942,-0.630734,1.141043,-0.601484,-0.002308,-0.798512,0.174441,0.632344,1.124203,-0.59436,0.002287
0.811643,-0.180723,-0.633169,1.147573,-0.605014,-0.002312,-0.794964,0.17261,0.629892,1.117509,-0.590756,0.002282
0.81503,-0.182501,-0.635577,1.154067,-0.608525,-0.002317,-0.791388,0.170779,0.627417,1.110786,-0.587143,0.002276
0.818386,-0.184277,-0.637957,1.160524,-0.612018,-0.002322,-0.787785,0.168946,0.624919,1.104038,-0.583517,0.002271
0.82171,-0.18605,-0.640309,1.166945,-0.615492,-0.002327,-0.784153,0.167113,0.622397,1.097266,-0.579879,0.002265
0.825,-0.187819,-0.642632,1.173327,-0.618945,-0.002332,-0.780492,0.16528,0.619851,1.090471,-0.576228,0.00226
0.828257,-0.189583,-0.644928,1.17967,-0.622378,-0.002337,-0.776803,0.163446,0.61728,1.083654,-0.572565,0.002254
0.831476,-0.191339,-0.647195,1.185973,-0.62579,-0.002343,-0.772856,0.161457,0.614057,1.076321,-0.568478,0.002247
0.83466,-0.193086,-0.649437,1.192236,-0.629179,-0.002348,-0.76909,0.15962,0.611408,1.069438,-0.564761,0.002242
0.837813,-0.194829,-0.651654,1.198456,-0.632546,-0.002353,-0.765298,0.157787,0.608736,1.062529,-0.561041,0.002237
0.840933,-0.196567,-0.653844,1.204632,-0.63589,-0.002358,-0.761482,0.155956,0.606043,1.055599,-0.557317,0.002232
0.844019,-0.1983,-0.656005,1.210763,-0.639211,-0.002363,-0.757644,0.154128,0.60333,1.048652,-0.553587,0.002227
0.846888,-0.199936,-0.65756,1.216353,-0.64216,-0.002368,-0.753782,0.152303,0.600595,1.041688,-0.54985,0.002222
0.849894,-0.201652,-0.659654,1.222385,-0.645407,-0.002373,-0.749892,0.150477,0.597837,1.034712,-0.546107,0.002217
0.852862,-0.203359,-0.661716,1.228362,-0.648635,-0.002379,-0.745981,0.148655,0.59506,1.027723,-0.542356,0.002212
0.855797,-0.205058,-0.663751,1.234288,-0.651843,-0.002385,-0.74205,0.146839,0.592262,1.020722,-0.538598,0.002207
0.858698,-0.206747,-0.665761,1.240163,-0.655031,-0.002391,-0.737902,0.144911,0.588835,1.01327,-0.534481,0.002201
0.861561,-0.20842,-0.667746,1.245989,-0.658196,-0.002397,-0.733913,0.143105,0.585969,1.006231,-0.530686,0.002196
0.864395,-0.210084,-0.669709,1.251765,-0.661337,-0.002402,-0.729901,0.141307,0.58308,0.999175,-0.526893,0.002192
0.867198,-0.211738,-0.671647,1.257491,-0.664453,-0.002408,-0.725871,0.139517,0.580172,0.992109,-0.523103,0.002188
0.869969,-0.213381,-0.673558,1.263166,-0.667542,-0.002413,-0.721824,0.137735,0.577246,0.985037,-0.519313,0.002184
0.872706,-0.215012,-0.675441,1.26879,-0.670605,-0.002418,-0.717759,0.135962,0.574301,0.97796,-0.515524,0.002179
0.875408,-0.216631,-0.677296,1.274361,-0.67364,-0.002424,-0.713677,0.134197,0.571337,0.970883,-0.511735,0.002175
