0.0,-0.979138,0.0,0.0,0.0,0.0,0.0,-979.139282,0.000083,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000025,0.0,0.0,0.0,0.0,0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000051,0.0,0.0,0.0,0.0,-0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000076,0.0,0.0,0.0,0.0,0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000101,0.0,0.0,0.0,0.0,-0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000127,0.0,0.0,0.0,0.0,0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000152,0.0,0.0,0.0,0.0,-0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000178,0.0,0.0,0.0,0.0,0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000203,0.0,0.0,0.0,0.0,0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000228,0.0,0.0,0.0,0.0,-0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000254,0.0,0.0,0.0,0.0,-0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000279,0.0,0.0,0.0,0.0,0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,-0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.000304,0.0,0.0,0.0,0.0,0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,-0.979138,0.00033,0.0,0.0,0.0,0.0,-0.0,0.025354,0.0,0.0,0.0,0.0,0.000008,0.0,0.0,0.0,0.0,0.0,-0.000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
